Gene_description	GC_content	GC_Stretch
ENSGALG00010014928|SUCO|3756	44.14	3.45238095238095
ENSGALG00010007485|CTSC|1263	45.05	3.56862745098039
ENSGALG00010011154|SLC26A7|1857	44.75	3.70149253731343
ENSGALG00010007252|NFATC1|2085	49.83	3.62280701754386
ENSGALG00010001796|SLCO2B1|2130	56.76	4.01515151515152
ENSGALG00010028452|GOLPH3L|1077	63.51	4.1123595505618
ENSGALG00010029716|GOSR1|708	48.73	3.65714285714286
ENSGALG00010027353||1422	60.34	4.20909090909091
ENSGALG00010020291|SNX29|2325	40.30	3.48275862068966
ENSGALG00010029268|PCTP|606	46.20	4.72727272727273
ENSGALG00010028601|ANO8|3060	63.73	4.74590163934426
ENSGALG00010021080|TTLL7|2739	41.58	3.32608695652174
ENSGALG00010016355|MCF2L2|3363	44.37	3.42990654205607
ENSGALG00010022182|CNTNAP1|3942	60.88	4.30536912751678
ENSGALG00010008218|ARHGAP42|2664	42.12	3.52238805970149
ENSGALG00010017522|XXYLT1|1092	64.10	5.4125
ENSGALG00010019355|ENTPD4|1851	46.46	3.39240506329114
ENSGALG00010011896|SIK1|2397	51.19	3.75206611570248
ENSGALG00010012099|UPK3A|963	47.98	3.66666666666667
ENSGALG00010014301|ARID1A|6006	55.24	3.98955613577023
ENSGALG00010010381|MAST4|7269	44.30	3.54771784232365
ENSGALG00010009007|TMEM65|840	51.90	4
ENSGALG00010021201|TRMT1L|2244	43.23	3.65384615384615
ENSGALG00010024688|CADM1|1227	52.32	4.15384615384615
ENSGALG00010019724|HES5|474	51.69	3.33333333333333
ENSGALG00010018933|PHF13|921	59.61	4.25
ENSGALG00010003429||447	57.27	4.63888888888889
ENSGALG00010006052|RALGAPA1|7929	41.72	3.43303571428571
ENSGALG00010016592|TMEM129|1089	52.98	3.84615384615385
ENSGALG00010024627|CEPT1|1377	45.24	3.46153846153846
ENSGALG00010001661|TCTN3|1497	49.77	4.33333333333333
ENSGALG00010026566||2529	40.93	3.3125
ENSGALG00010007852|SLC20A2|1593	46.77	3.69014084507042
ENSGALG00010021242|BCAR3|2559	44.78	3.46808510638298
ENSGALG00010009313|UNC13B|4689	47.88	3.50259067357513
ENSGALG00010003982|GLCCI1|678	46.90	3.57142857142857
ENSGALG00010010094|SLC2A9|1611	46.62	4.04615384615385
ENSGALG00010012063|PTPRD|5736	45.33	3.4841628959276
ENSGALG00010001350|SPDYC|903	63.57	5.19117647058824
ENSGALG00010017484|IQCC|720	58.33	4.72093023255814
ENSGALG00010022085|MLLT6|3186	61.86	4.03137254901961
ENSGALG00010023293|COL11A1|5190	51.62	3.77405857740586
ENSGALG00010029405|POLDIP2|1095	54.79	4.27142857142857
ENSGALG00010010868|SLC39A10|2682	42.62	3.3780487804878
ENSGALG00010011866|KLF8|1347	65.48	4.72033898305085
ENSGALG00010006058||1467	53.31	3.61538461538462
ENSGALG00010027131|UBA52|828	66.79	5.46268656716418
ENSGALG00010023442|STK25|1353	50.18	3.5
ENSGALG00010021786|FAM162A|495	50.10	3.66666666666667
ENSGALG00010003265||750	53.73	3.93617021276596
ENSGALG00010027320|MON1A|1614	61.65	4.25423728813559
ENSGALG00010023362|GADD45A|474	61.81	4.52777777777778
ENSGALG00010013165|NUDC|1020	47.65	3.84210526315789
ENSGALG00010021530|MLF2|729	55.42	4.08
ENSGALG00010027135|PRKAG2|1686	45.20	3.64285714285714
ENSGALG00010005651|USP6NL|486	42.80	3.53846153846154
ENSGALG00010014372|CCDC171|3690	41.65	3.57471264367816
ENSGALG00010008656|CCDC6|1302	50.54	5.28
ENSGALG00010028877|FAM163B|483	61.49	4.47222222222222
ENSGALG00010020905|KCTD6|687	48.33	3.46666666666667
ENSGALG00010029781|UNC13D|3240	60.00	4.04306220095694
ENSGALG00010017692|EPCAM|921	45.39	4.10714285714286
ENSGALG00010015026|SPO11|1080	41.30	3.72413793103448
ENSGALG00010000718|EEF1G|1224	62.66	4.59183673469388
ENSGALG00010027332|HDGF|753	56.04	3.93220338983051
ENSGALG00010005763|AKAP6|6729	39.75	3.27407407407407
ENSGALG00010027153||441	45.58	3.52631578947368
ENSGALG00010013162|IDS|1830	47.43	4.24675324675325
ENSGALG00010016614|DNAJC19|336	47.92	4.5
ENSGALG00010003274|BACH2|2508	52.23	4.13934426229508
ENSGALG00010027866|KCNA2|1500	52.47	3.85567010309278
ENSGALG00010013516|CSRP2|594	55.05	4.63414634146341
ENSGALG00010024180|HINFP|1539	58.28	4.04040404040404
ENSGALG00010008931|FNIP2|3324	42.57	3.30769230769231
ENSGALG00010007380||597	66.33	4.58181818181818
ENSGALG00010024417||456	42.54	3.3125
ENSGALG00010015911|TM9SF2L|1881	42.96	3.75862068965517
ENSGALG00010017626|COPS7B|1203	51.37	3.64788732394366
ENSGALG00010015182|PHYKPL|1209	44.91	3.41818181818182
ENSGALG00010027310|ARHGEF2|1674	65.71	5.176
ENSGALG00010017825|PLPP5|756	61.64	4
ENSGALG00010021151|WNT10A|1167	65.47	4.63366336633663
ENSGALG00010028604|PI4KB|2565	62.22	4.47668393782383
ENSGALG00010008465||474	41.35	3.07692307692308
ENSGALG00010024832|HTR5A|1071	57.89	4.25
ENSGALG00010003716|YLEC8|759	56.39	3.79591836734694
ENSGALG00010013493||516	47.67	3.26086956521739
ENSGALG00010025907|ARHGEF12|4566	50.55	3.63380281690141
ENSGALG00010017673|WDR89|1170	47.09	3.37037037037037
ENSGALG00010029285|CUX1|2043	53.11	3.88034188034188
ENSGALG00010026906|CLPS|348	63.22	4.09677419354839
ENSGALG00010017600|MXD4|651	54.22	4.77777777777778
ENSGALG00010014677|HNRNPK|306	40.85	3.14285714285714
ENSGALG00010004883|KRIT1|2211	40.75	3.34246575342466
ENSGALG00010022959|ADAMTS8|2136	63.01	4.17894736842105
ENSGALG00010010970|TPM2|834	58.03	4.1875
ENSGALG00010002983|NSMAF|2727	40.74	3.40540540540541
ENSGALG00010011148||1719	59.63	4.41610738255034
ENSGALG00010005395||1086	46.78	3.80434782608696
ENSGALG00010013181|DYRK1A|2271	45.71	3.68
ENSGALG00010005500|KATNA1|1377	42.56	3.75609756097561
ENSGALG00010012751|AP3B1|3045	41.31	3.28
ENSGALG00010028861|SURF4|804	50.12	3.71794871794872
ENSGALG00010005334|NME7|1104	42.48	3.68965517241379
ENSGALG00010008218|ARHGAP42|2553	42.73	3.62686567164179
ENSGALG00010014912|PDCD1|915	57.92	3.828125
ENSGALG00010024767|CTTN|1557	46.18	3.52307692307692
ENSGALG00010003348|ADAM17|2379	48.55	3.73913043478261
ENSGALG00010016332||1314	66.06	4.49579831932773
ENSGALG00010015024|CRACD|4053	46.48	3.47552447552448
ENSGALG00010010310|NT5DC3|1497	41.88	3.4375
ENSGALG00010001767||1461	71.73	5.76760563380282
ENSGALG00010006279|HACD1|732	44.54	4
ENSGALG00010025586|TCTN1|1746	45.02	3.78787878787879
ENSGALG00010027174|SHISA5|426	59.62	4.11764705882353
ENSGALG00010017772||726	61.16	4.20689655172414
ENSGALG00010021284||666	59.16	4.1304347826087
ENSGALG00010010604|HIVEP1|8046	46.21	3.74233128834356
ENSGALG00010011628|MATN2|3831	42.44	3.23333333333333
ENSGALG00010000294|DUSP21|540	60.93	3.92156862745098
ENSGALG00010008877|FNDC4|954	57.65	3.81944444444444
ENSGALG00010005363|RDX|1896	42.41	3.4406779661017
ENSGALG00010021261|JUP|2244	62.61	4.35365853658537
ENSGALG00010002855|RACK1|1074	59.12	4.22352941176471
ENSGALG00010006606|SULT|1011	40.55	3.32432432432432
ENSGALG00010000710||2520	59.21	3.9045643153527
ENSGALG00010015260|RASGEF1C|1455	45.02	3.5593220338983
ENSGALG00010022601|CYP19A1|1509	41.82	3.34
ENSGALG00010029409||4701	48.76	3.69626168224299
ENSGALG00010012508|MDM1|2166	45.20	3.66666666666667
ENSGALG00010024974|CD44|2832	47.07	3.54954954954955
ENSGALG00010023235||2430	58.93	4.1878453038674
ENSGALG00010001349|ING3|1182	42.22	3.37931034482759
ENSGALG00010014151|ATP23|729	47.60	3.75
ENSGALG00010013156|ABCC9|4677	44.43	3.50914634146341
ENSGALG00010020584|PARP9|2328	42.61	3.34567901234568
ENSGALG00010024897|ADAL|1062	40.02	3.63157894736842
ENSGALG00010000412|RFC5|969	61.40	4.28169014084507
ENSGALG00010010301||468	42.31	3.61538461538462
ENSGALG00010007041|NAE1|1584	42.11	3.77272727272727
ENSGALG00010011899|PHLPP1|4659	56.17	5.15830115830116
ENSGALG00010027516|PPM1J|1488	63.84	4.94690265486726
ENSGALG00010024063|BRD7|1848	42.26	3.77551020408163
ENSGALG00010015285|ALG13|651	45.16	3.4
ENSGALG00010017907|VAX1|978	66.56	5.55555555555556
ENSGALG00010022030|ZNF341|1731	55.81	3.91428571428571
ENSGALG00010004755|PAX9|1092	65.02	4.21238938053097
ENSGALG00010019316|CLEC16A|2970	42.32	3.75581395348837
ENSGALG00010018590|TGFA|582	66.84	4.33333333333333
ENSGALG00010003252|PHEX|2271	43.11	3.45238095238095
ENSGALG00010021265|SIPA1L1|3513	47.99	3.3855421686747
ENSGALG00010012130|TMEM67|2814	42.64	3.79381443298969
ENSGALG00010016544|ADCY9|4041	56.22	4.31779661016949
ENSGALG00010029628|UNC45B|2790	52.58	3.71140939597315
ENSGALG00010004935|SVIL|6546	45.83	3.56976744186047
ENSGALG00010020175|ACAN|6330	54.71	3.82352941176471
ENSGALG00010006499|CCR6|1089	39.49	3.60606060606061
ENSGALG00010012106|TMTC1|2658	50.04	3.67625899280576
ENSGALG00010020341|DYNC2LI1|957	41.69	3.4
ENSGALG00010007067|CASP3|852	42.61	3.30434782608696
ENSGALG00010021067|SLC4A10|3276	43.35	3.45360824742268
ENSGALG00010023822|CHEK2|1461	46.61	3.65671641791045
ENSGALG00010017662|GOLGA4|6741	41.15	3.59154929577465
ENSGALG00010027081|PDE4B|2172	55.80	4.15254237288136
ENSGALG00010020311|SGPL1|1722	49.83	3.55789473684211
ENSGALG00010028919|EGFL7|1011	62.22	4.16867469879518
ENSGALG00010024651|PSMD3|1560	61.09	4.95192307692308
ENSGALG00010013319||2241	49.98	3.66101694915254
ENSGALG00010012285|FBLN1|2115	45.72	3.72602739726027
ENSGALG00010027971||2835	65.57	5.02564102564103
ENSGALG00010029228|ERAL1|1437	55.88	4.7875
ENSGALG00010005359|MEIS2|1206	54.48	4.68571428571429
ENSGALG00010004755|PAX9|1026	64.42	4.11111111111111
ENSGALG00010023496|PLEKHA3|1185	48.52	3.69230769230769
ENSGALG00010024035|OSBPL5|2706	46.67	3.55555555555556
ENSGALG00010016270|RFC4|1086	47.88	3.97872340425532
ENSGALG00010024183|MTX2|957	47.54	3.77777777777778
ENSGALG00010016410|TRAK1|2520	49.68	3.71551724137931
ENSGALG00010024800||1017	44.25	4.24242424242424
ENSGALG00010003019|TAPBP|1509	66.73	5.03649635036496
ENSGALG00010004570||1473	44.87	3.70149253731343
ENSGALG00010008305|SLC23A1|1905	65.41	4.58659217877095
ENSGALG00010009371|PHTF2|2259	42.01	3.52307692307692
ENSGALG00010018217||735	55.24	4.56818181818182
ENSGALG00010027322|CRABP2|678	61.06	4.64444444444444
ENSGALG00010008218|ARHGAP42|468	46.58	3.75
ENSGALG00010005959||495	60.81	4.08108108108108
ENSGALG00010011881|RIOK2|1656	42.15	3.41818181818182
ENSGALG00010023506|RPE65|1746	53.09	3.66363636363636
ENSGALG00010004043|CAB39L|1206	43.12	3.41304347826087
ENSGALG00010017531|SACM1L|1833	42.88	3.42105263157895
ENSGALG00010019830|JAG2|3780	45.48	3.9
ENSGALG00010023863|EYA2|1896	47.63	3.56470588235294
ENSGALG00010016605|WDPCP|2151	47.37	3.50588235294118
ENSGALG00010021309|ST3GAL3|1212	50.58	3.56164383561644
ENSGALG00010019004|ECE2|2292	61.26	4.22033898305085
ENSGALG00010023054|AQP9|930	44.52	3.5
ENSGALG00010022192||960	48.02	3.54761904761905
ENSGALG00010017453|PPP1R2|714	50.98	5.03125
ENSGALG00010016917|METTL6|744	40.46	3.4
ENSGALG00010018855|SYNDIG1|933	51.13	3.50943396226415
ENSGALG00010016994|ATL2|1800	45.11	3.56521739130435
ENSGALG00010007110|ARL6|7761	41.85	3.41702127659574
ENSGALG00010015310|PGM2|1749	43.22	3.6
ENSGALG00010001308|MGMT|657	54.34	3.54347826086957
ENSGALG00010012362|COL6A3|9414	51.88	3.77212806026365
ENSGALG00010008973|KCNK9|1407	56.36	4.55813953488372
ENSGALG00010003882||2532	69.00	5.92410714285714
ENSGALG00010017941|DIS3L|3045	45.06	3.61607142857143
ENSGALG00010018045|PSEN2|1332	47.00	3.44642857142857
ENSGALG00010014887|MTMR12|2214	41.64	3.36486486486486
ENSGALG00010025477||909	50.72	3.78723404255319
ENSGALG00010014250||738	59.21	4.01785714285714
ENSGALG00010005518|HPGDS|600	48.67	3.63333333333333
ENSGALG00010023716|FASTKD1|2490	41.61	3.34722222222222
ENSGALG00010016410|TRAK1|2787	49.62	3.7244094488189
ENSGALG00010027450|CAMSAP1|4830	44.49	3.52325581395349
ENSGALG00010005407|DPH6|1947	42.06	3.48936170212766
ENSGALG00010025674|GRB14|1098	38.89	3.38461538461538
ENSGALG00010021172|SLC29A4|1575	60.95	4.13178294573643
ENSGALG00010027369||609	48.60	3.48275862068966
ENSGALG00010028116|HYAL1|1311	63.77	4.51785714285714
ENSGALG00010004325|LTBP2|5130	60.96	4.29876543209877
ENSGALG00010023260||3090	47.61	3.68382352941176
ENSGALG00010007591||942	56.37	3.64864864864865
ENSGALG00010029895|FASN|7728	48.50	3.47282608695652
ENSGALG00010019836|MINAR1|2751	45.07	3.65384615384615
ENSGALG00010023574|DEPDC1|2439	43.46	3.75
ENSGALG00010022964||1080	51.67	3.88524590163934
ENSGALG00010024619||948	56.22	3.96825396825397
ENSGALG00010016992||321	51.71	3.61111111111111
ENSGALG00010017132|TMEM108|1179	54.71	3.7093023255814
ENSGALG00010029710|BLMH|1368	49.56	3.93939393939394
ENSGALG00010021018|F3|852	41.78	4.68181818181818
ENSGALG00010022749|HSPA12A|2010	46.82	3.55172413793103
ENSGALG00010017867|APLF|1584	44.44	3.95833333333333
ENSGALG00010024201|IREB2|2898	45.58	3.61111111111111
ENSGALG00010007980|MARCH1|861	48.78	3.71052631578947
ENSGALG00010003042|TOX|1578	47.85	3.54929577464789
ENSGALG00010029143|SH2D3C|2391	63.57	4.38190954773869
ENSGALG00010024539|RAPGEFL1|1239	64.08	4.75
ENSGALG00010005755|ZMYM2|939	39.51	3.36363636363636
ENSGALG00010001180|SPIRE1|1542	49.94	3.74285714285714
ENSGALG00010029581|DGKE|1716	48.78	3.89189189189189
ENSGALG00010011886|NTNG1|1452	45.11	3.625
ENSGALG00010027040|CLIP1|3891	44.95	3.5390625
ENSGALG00010003965|SNTG1|1587	43.10	3.43859649122807
ENSGALG00010021176|DDI2|1338	52.77	4
ENSGALG00010010963|TSPAN14|762	43.44	3.40909090909091
ENSGALG00010023005|IRF7|1476	63.55	4.5625
ENSGALG00010022228|FUBP1|2040	49.61	3.9010989010989
ENSGALG00010001902|WDR45|1014	65.98	5.19540229885058
ENSGALG00010009100|SAMD4B|1164	72.08	5.192
ENSGALG00010022877|KYAT3|1362	41.78	3.50980392156863
ENSGALG00010011904|KIF24|3996	44.89	3.51162790697674
ENSGALG00010028505||5064	50.22	3.54901960784314
ENSGALG00010025574|ARHGAP31|4566	52.23	3.74703557312253
ENSGALG00010012090|HELB|3108	44.66	3.86065573770492
ENSGALG00010010111|CNOT4|2298	48.35	3.64347826086957
ENSGALG00010008134|SLC2A13|1758	53.01	4.76923076923077
ENSGALG00010013663|OPA1|2928	41.46	3.33333333333333
ENSGALG00010018628|XDH|3948	48.28	3.5
ENSGALG00010028118||3153	49.73	3.6864406779661
ENSGALG00010006049|AIMP1|933	44.37	3.46666666666667
ENSGALG00010018624||1716	55.30	4.0863309352518
ENSGALG00010012317||375	72.27	6.82758620689655
ENSGALG00010000432||1995	64.16	4.82666666666667
ENSGALG00010023551|ARHGAP27|2151	66.34	4.85792349726776
ENSGALG00010006193|RBM17|1209	46.40	3.66666666666667
ENSGALG00010024741|RILPL2|606	62.21	5.6
ENSGALG00010023473|BOK|732	61.20	3.77049180327869
ENSGALG00010009458|SCX|651	66.82	4.88524590163934
ENSGALG00010006715|IRF8|1182	56.09	3.84931506849315
ENSGALG00010027948|PRPF4|1614	53.66	4.01030927835052
ENSGALG00010021011|SCARB1|1512	55.22	4.06122448979592
ENSGALG00010022827|CMTR2|2292	43.63	3.3375
ENSGALG00010027801|MBD3|987	55.02	3.6969696969697
ENSGALG00010007921|FAM120B|2100	45.52	3.46753246753247
ENSGALG00010023751|PRRG4|777	49.03	3.92105263157895
ENSGALG00010027987|TMEM141|678	70.50	5.32835820895522
ENSGALG00010018037|GZF1|2124	50.24	3.55045871559633
ENSGALG00010003838|GAR1|660	51.21	4.15686274509804
ENSGALG00010017144|CPB1|1254	45.69	3.36
ENSGALG00010008116|URAH|624	64.26	4.26785714285714
ENSGALG00010005895|MLLT10|2958	46.18	3.4957264957265
ENSGALG00010024496|UEVLD|1173	44.93	3.51351351351351
ENSGALG00010016355|MCF2L2|3369	44.29	3.43396226415094
ENSGALG00010018418|PLCB4|3543	39.94	3.31632653061224
ENSGALG00010010216|ATXN7L1|2505	46.79	3.8252427184466
ENSGALG00010024791|SHANK2|5577	47.05	3.59677419354839
ENSGALG00010027872|KDM5B|4437	56.70	3.98675496688742
ENSGALG00010011154|SLC26A7|2025	44.79	3.73333333333333
ENSGALG00010021681|BTBD10|1356	46.02	3.64
ENSGALG00010019690||351	68.09	5.05882352941176
ENSGALG00010004896|UBA6|3003	42.12	3.28571428571429
ENSGALG00010016022|EPHB3|3021	59.98	4.41395348837209
ENSGALG00010015063|EEF1AKMT4|747	71.75	6.11290322580645
ENSGALG00010016680|BPIFB3|1944	59.93	3.94405594405594
ENSGALG00010013257|STX12|891	47.25	4.5
ENSGALG00010002948|DLX6|483	60.66	4.625
ENSGALG00010001275||867	54.56	3.54098360655738
ENSGALG00010013749|NELL2|2322	48.11	3.63551401869159
ENSGALG00010007551|FEZ2|1110	47.84	4.8780487804878
ENSGALG00010017963|LPAR4|1047	45.94	3.55813953488372
ENSGALG00010009597|CDK1|912	42.54	3.53571428571429
ENSGALG00010004542|ERMARD|1761	39.75	3.14705882352941
ENSGALG00010024238|ATF7|1443	65.21	4.56589147286822
ENSGALG00010021025|CUEDC2|855	49.94	3.91428571428571
ENSGALG00010024683|SHISA4|981	71.56	5.23300970873786
ENSGALG00010012133|RAB3IP|1386	42.86	3.45
ENSGALG00010011899|PHLPP1|4107	52.69	4.45871559633028
ENSGALG00010024649|NCOR2|7473	60.69	4.2960413080895
ENSGALG00010017974|MXRA8|1323	50.11	3.85074626865672
ENSGALG00010023064|ATG13|1476	47.83	3.69230769230769
ENSGALG00010002450||1389	68.03	5.36170212765957
ENSGALG00010011825|TAFA2|426	45.54	3.71428571428571
ENSGALG00010029238|CAMKK1|606	47.52	3.68181818181818
ENSGALG00010016780|PRORSD1P|693	57.86	4.74468085106383
ENSGALG00010025406||1830	50.66	3.70103092783505
ENSGALG00010017737||1956	57.72	3.86567164179104
ENSGALG00010005830|USP12|1029	38.00	3.41860465116279
ENSGALG00010008132|TDO2|1344	41.74	3.51162790697674
ENSGALG00010001888|SNX10|612	45.59	3.625
ENSGALG00010024062|ST3GAL4|1344	59.30	4.02777777777778
ENSGALG00010016548|EVL|1149	51.52	4.18461538461538
ENSGALG00010027088|AGBL4|912	49.78	3.86046511627907
ENSGALG00010021812|TEAD1|1413	46.92	3.64516129032258
ENSGALG00010006223|ATG10|618	43.53	3.43478260869565
ENSGALG00010001952|MSL3|1569	42.64	3.75
ENSGALG00010012768|EPS8|2481	47.12	3.6283185840708
ENSGALG00010022290|NEXN|1881	39.77	3.3125
ENSGALG00010019036|REL|1812	46.58	3.3974358974359
ENSGALG00010015703|GK5|1461	45.04	4.22
ENSGALG00010021409|MEGF6|4563	65.75	4.32482598607889
ENSGALG00010018971|POLR1B|3354	52.21	4.03370786516854
ENSGALG00010011857||894	48.32	3.34375
ENSGALG00010005410|GR42L6|1104	57.79	3.89024390243902
ENSGALG00010006359|SGK1|1299	47.73	3.9047619047619
ENSGALG00010017272|NRXN1|4431	47.75	3.7688679245283
ENSGALG00010004225|CETN2|516	38.95	3.26315789473684
ENSGALG00010002367|STK31|552	41.49	3.45
ENSGALG00010029165|RAC3|528	51.89	3.57142857142857
ENSGALG00010004242|ADAM22|2583	44.60	3.50925925925926
ENSGALG00010025380|SPC25|636	38.05	3.41666666666667
ENSGALG00010005757|ARHGAP12|2571	42.08	3.44594594594595
ENSGALG00010008343|TNFRSF21|1902	59.94	4.32846715328467
ENSGALG00010016591|HOMER2|1191	49.20	3.54
ENSGALG00010015200|TBC1D1|3837	42.90	3.39230769230769
ENSGALG00010015934|TMC2|2595	46.86	3.47107438016529
ENSGALG00010005789|RNASET2|801	43.45	3.18518518518519
ENSGALG00010013651|TRAF3IP2|1638	51.77	3.61538461538462
ENSGALG00010023736|KIF5A|3033	64.36	5.15837104072398
ENSGALG00010008312|ZBTB18|1569	49.97	3.55844155844156
ENSGALG00010023453|ARHGAP32|6183	55.47	3.86582278481013
ENSGALG00010024152|ZNF423|3687	47.11	3.58024691358025
ENSGALG00010023487||909	71.40	4.97802197802198
ENSGALG00010018990|GCK|1650	64.85	4.78195488721805
ENSGALG00010011401|ANKRD46|687	46.29	3.95238095238095
ENSGALG00010023834||747	49.53	3.55882352941176
ENSGALG00010024469|GTF2H1|387	45.74	3.42857142857143
ENSGALG00010007588|TTC27|2310	43.85	3.40789473684211
ENSGALG00010025870||702	57.98	3.9622641509434
ENSGALG00010023012||657	52.97	3.675
ENSGALG00010003596|CRISPLD1|1533	42.79	3.57142857142857
ENSGALG00010023811|MRPL44|981	63.51	5.54054054054054
ENSGALG00010013574|NR2F1|1257	66.11	4.96330275229358
ENSGALG00010007678|CDH8|1440	40.97	3.40540540540541
ENSGALG00010028507|ANP32E|789	46.39	3.91304347826087
ENSGALG00010011133|CDC37L1|933	42.55	3.85185185185185
ENSGALG00010004006|NKAIN3|630	48.73	3.93103448275862
ENSGALG00010022472|QSER1|5364	42.86	3.50657894736842
ENSGALG00010021562|LRP6|4641	48.61	3.60986547085202
ENSGALG00010007532|DCUN1D5|456	41.23	3.58333333333333
ENSGALG00010001745|CADPS2|3873	45.83	4.00699300699301
ENSGALG00010009999|GABRB2|1425	44.77	3.35294117647059
ENSGALG00010013646|CLDN1|636	58.96	4.44444444444444
ENSGALG00010025360|THYN1|801	50.19	3.9041095890411
ENSGALG00010023263|SRP14|378	43.12	3.41666666666667
ENSGALG00010023979|FAM118B|1185	54.01	4.55172413793103
ENSGALG00010009212|NXPH2|798	47.87	3.65714285714286
ENSGALG00010016392|STMN3|915	63.93	4.78082191780822
ENSGALG00010022317|PSME3|1266	54.11	4.32894736842105
ENSGALG00010024081|CARS|2250	41.29	3.37837837837838
ENSGALG00010003428|SNX16|1044	43.30	3.5
ENSGALG00010018069|HEXDCL|1683	59.12	3.98245614035088
ENSGALG00010023979|FAM118B|1152	55.38	4.66666666666667
ENSGALG00010008105|MMUT|2247	48.11	3.52173913043478
ENSGALG00010021191|MYRF|3378	58.50	3.88663967611336
ENSGALG00010020816|TRMT2A|1809	51.80	4.54081632653061
ENSGALG00010027995|POLR2E|633	57.98	4.15555555555556
ENSGALG00010024060|FRRS1|1695	42.48	3.3469387755102
ENSGALG00010029249|PRR11|1173	54.99	4.43243243243243
ENSGALG00010020116|GNA12|1152	50.95	4.234375
ENSGALG00010024509|SEPTIN5|1146	51.57	3.75
ENSGALG00010021504|ODR4|1212	40.68	3.53846153846154
ENSGALG00010012147|ARFGAP3|1692	42.67	3.38095238095238
ENSGALG00010017102||636	54.09	3.85714285714286
ENSGALG00010015606|TMEM131|5559	42.89	3.54838709677419
ENSGALG00010010252|WDR7|4140	49.18	3.65853658536585
ENSGALG00010015131|DOK5|1026	49.42	3.7037037037037
ENSGALG00010013168|DSCR3|819	45.42	3.625
ENSGALG00010012790|PITX1|846	60.99	4.81818181818182
ENSGALG00010021687|ZNF384|1431	57.44	3.88297872340426
ENSGALG00010016299|SRSF4|1338	48.28	3.79245283018868
ENSGALG00010015095|RBFOX2|1332	52.03	3.8433734939759
ENSGALG00010001912|TMEM117|1539	43.40	3.44444444444444
ENSGALG00010024291||1041	48.99	3.45098039215686
ENSGALG00010008066|PCNX2|3636	45.02	3.64625850340136
ENSGALG00010016251|MPDZ|5952	44.99	3.49489795918367
ENSGALG00010012325|MLPH|1827	57.58	3.69465648854962
ENSGALG00010008208|ILDR2|1926	56.75	3.890625
ENSGALG00010027118|ABHD6|1122	56.95	4.08333333333333
ENSGALG00010008864|ADAT1|1362	44.71	3.53333333333333
ENSGALG00010003266||2610	57.74	3.85454545454545
ENSGALG00010001181|MFSD1|1278	48.75	4.37704918032787
ENSGALG00010027145|CELSR3|9204	60.23	4.36962750716332
ENSGALG00010021645|ASCC1|1068	55.06	3.87719298245614
ENSGALG00010006345|SMC2|3657	40.25	3.45744680851064
ENSGALG00010005302|PSPC1|1515	52.28	4.18292682926829
ENSGALG00010009303|TTC1|906	41.61	3.80769230769231
ENSGALG00010019264|HK2|2772	61.29	4.21296296296296
ENSGALG00010014400|RIPOR3|2832	43.50	3.43181818181818
ENSGALG00010002832|LPIN1|2796	44.10	3.36538461538462
ENSGALG00010008179|SEMA6A|2886	50.24	3.73913043478261
ENSGALG00010019921|CALM2|456	41.23	3.1875
ENSGALG00010027080|TBC1D22B|1581	51.80	3.8433734939759
ENSGALG00010029348|HGS|2514	56.68	4.00588235294118
ENSGALG00010015614|ATG2A|5859	41.80	3.46511627906977
ENSGALG00010022002|KIF18B|2394	62.16	4.48633879781421
ENSGALG00010000175||1521	67.26	5.23703703703704
ENSGALG00010025200|PEPD|1713	51.66	4
ENSGALG00010017190|STK26|1251	41.65	3.60526315789474
ENSGALG00010029380|RGS9|1416	49.01	3.64634146341463
ENSGALG00010023983|SUSD2|2364	47.80	3.50434782608696
ENSGALG00010007899|APRT|522	56.32	3.85294117647059
ENSGALG00010015606|TMEM131|5412	42.98	3.55494505494505
ENSGALG00010021066||1224	46.00	3.48275862068966
ENSGALG00010005704|AKAP12|5988	44.81	3.57534246575342
ENSGALG00010011922|PIK3R1|2175	41.20	3.58928571428571
ENSGALG00010008527|CHUK|2280	47.68	4.03921568627451
ENSGALG00010017603|CYP3A5|1527	47.81	3.54054054054054
ENSGALG00010005255|BZW2|1167	43.70	3.51219512195122
ENSGALG00010000719||339	47.20	4.375
ENSGALG00010009119|CISD1|357	51.26	4
ENSGALG00010001298|DOCK4|6045	45.00	3.63562753036437
ENSGALG00010020638|IMPDH2|1617	56.40	4.20535714285714
ENSGALG00010011658|TENM1|8115	47.42	3.69859154929577
ENSGALG00010012878|GDNF|648	46.76	3.86206896551724
ENSGALG00010017711|LRRFIP2|1386	42.06	3.55555555555556
ENSGALG00010000791|ACOD1|1491	48.36	3.40845070422535
ENSGALG00010027975|IQSEC1|3639	46.69	3.4635761589404
ENSGALG00010018922|EEF2K|2178	46.83	3.68131868131868
ENSGALG00010007566|FHIP1A|2928	46.52	3.58119658119658
ENSGALG00010020295|LGI1|1521	39.12	3.86
ENSGALG00010001666|PIEZO2|8208	43.06	3.39114391143911
ENSGALG00010004443|ANKRD17|7029	48.70	4.0958904109589
ENSGALG00010021540|STK4|945	45.29	3.52777777777778
ENSGALG00010007360|ROBO1|4902	47.35	3.5625
ENSGALG00010029703|MIF4GD|669	50.37	3.80645161290323
ENSGALG00010021730|ARL8B|528	41.86	3.125
ENSGALG00010013188||1347	56.35	3.42553191489362
